platform,author,title,content,rating,version,vote_sum,vote_count,updated,review_id,country,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,lang,review_text,clean_text,tokens,tokens_str
appstore,나 뉴규,자! 꼭 보세요!,"짜잔!!! 여러분은 이제부터 이 앱의
저주에 걸리셨습니다!
이저주에 걸리신 여러분 잘들으세요
며칠동안은 잘 되다가 어머나!!!내가 만든 동영상~내가 내 사진파일로 보낸다는데~!왜 내보내기가 안될까??? 
하하하 제 심성을 건드셨으니!1점 줍니다!
어머~~~말 안한거 있다!
이거 껐다 켜면은 해결

된다고할줄알았죠~!
응 아니야 음성 불러오는것도 겁나 힘들더니
핑 렉도 심하고 참.... 
이거 한번 저주 걸리면 ! 영원히 안되는건가?
어이고어이고... 만년설이 물이 되어 흐를때까지 안된다구요?!
우와.. 그러면 벼락 맞고 로또 당첨되는게 더 쉽겠어요 !
만약 이 저주를 피하고 싶다면
딴 앱 까세요 ㅎㅎ!
한마디로! 망앱!",1,0.6.3,0.0,0.0,2021-02-03,6948003797.0,kr,,,0.0,,NaT,,,,,"짜잔!!! 여러분은 이제부터 이 앱의
저주에 걸리셨습니다!
이저주에 걸리신 여러분 잘들으세요
며칠동안은 잘 되다가 어머나!!!내가 만든 동영상~내가 내 사진파일로 보낸다는데~!왜 내보내기가 안될까??? 
하하하 제 심성을 건드셨으니!1점 줍니다!
어머~~~말 안한거 있다!
이거 껐다 켜면은 해결

된다고할줄알았죠~!
응 아니야 음성 불러오는것도 겁나 힘들더니
핑 렉도 심하고 참.... 
이거 한번 저주 걸리면 ! 영원히 안되는건가?
어이고어이고... 만년설이 물이 되어 흐를때까지 안된다구요?!
우와.. 그러면 벼락 맞고 로또 당첨되는게 더 쉽겠어요 !
만약 이 저주를 피하고 싶다면
딴 앱 까세요 ㅎㅎ!
한마디로! 망앱!",짜잔 여러분은 이제부터 이 앱의 저주에 걸리셨습니다 이저주에 걸리신 여러분 잘들으세요 며칠동안은 잘 되다가 어머나 내가 만든 동영상 내가 내 사진파일로 보낸다는데 왜 내보내기가 안될까 하하하 제 심성을 건드셨으니 1점 줍니다 어머 말 안한거 있다 이거 껐다 켜면은 해결 된다고할줄알았죠 응 아니야 음성 불러오는것도 겁나 힘들더니 핑 렉도 심하고 참 이거 한번 저주 걸리면 영원히 안되는건가 어이고어이고 만년설이 물이 되어 흐를때까지 안된다구요 우와 그러면 벼락 맞고 로또 당첨되는게 더 쉽겠어요 만약 이 저주를 피하고 싶다면 딴 앱 까세요 한마디로 망앱,"['짜잔', '여러분은', '이제부터', '앱의', '저주에', '걸리셨습니다', '이저주에', '걸리신', '여러분', '잘들으세요', '며칠동안은', '되다가', '어머나', '만든', '동영상', '사진파일로', '보낸다는데', '내보내기가', '안될까', '하하하', '심성을', '건드셨으니', '줍니다', '어머', '안한거', '이거', '껐다', '켜면은', '된다고할줄알았죠', '아니야', '음성', '불러오는것도', '겁나', '힘들더니', '렉도', '심하고', '이거', '한번', '저주', '걸리면', '영원히', '안되는건가', '어이고어이고', '만년설이', '물이', '되어', '흐를때까지', '안된다구요', '벼락', '맞고', '로또', '당첨되는게', '쉽겠어요', '만약', '저주를', '피하고', '싶다면', '까세요', '한마디로', '망앱']",짜잔 여러분은 이제부터 앱의 저주에 걸리셨습니다 이저주에 걸리신 여러분 잘들으세요 며칠동안은 되다가 어머나 만든 동영상 사진파일로 보낸다는데 내보내기가 안될까 하하하 심성을 건드셨으니 줍니다 어머 안한거 이거 껐다 켜면은 된다고할줄알았죠 아니야 음성 불러오는것도 겁나 힘들더니 렉도 심하고 이거 한번 저주 걸리면 영원히 안되는건가 어이고어이고 만년설이 물이 되어 흐를때까지 안된다구요 벼락 맞고 로또 당첨되는게 쉽겠어요 만약 저주를 피하고 싶다면 까세요 한마디로 망앱
appstore,크루즈 이,리뷰,좋아요 좋아요 너무 좋아요~~,5,0.6.0,0.0,0.0,2021-01-20,6893648724.0,kr,,,0.0,,NaT,,,,,좋아요 좋아요 너무 좋아요~~,좋아요 좋아요 너무 좋아요,"['좋아요', '좋아요', '좋아요']",좋아요 좋아요 좋아요
appstore,준인데여,자막 초 설정 해주세요!,자막을 조금 띄엄띄엄 넣고 싶은데 계속 이어지게 되니까 자막을 몇 초부터 몇 초까지 넣을 건지 설정할 수 있게 해주세요,3,0.5.11,0.0,0.0,2021-01-07,6843845091.0,kr,,,0.0,,NaT,,,,,자막을 조금 띄엄띄엄 넣고 싶은데 계속 이어지게 되니까 자막을 몇 초부터 몇 초까지 넣을 건지 설정할 수 있게 해주세요,자막을 조금 띄엄띄엄 넣고 싶은데 계속 이어지게 되니까 자막을 몇 초부터 몇 초까지 넣을 건지 설정할 수 있게 해주세요,"['자막을', '띄엄띄엄', '넣고', '싶은데', '이어지게', '되니까', '자막을', '초부터', '초까지', '넣을', '건지', '설정할', '있게', '해주세요']",자막을 띄엄띄엄 넣고 싶은데 이어지게 되니까 자막을 초부터 초까지 넣을 건지 설정할 있게 해주세요
appstore,미소시루0,감사합니다,"감사하고 사랑합니다 ㅠㅠ
이렇게 훌륭한 앱을 무료로 이용할수 있게 해주시다뇨ㅠㅠ",5,0.5.11,0.0,0.0,2020-12-28,6803280947.0,kr,,,0.0,,NaT,,,,,"감사하고 사랑합니다 ㅠㅠ
이렇게 훌륭한 앱을 무료로 이용할수 있게 해주시다뇨ㅠㅠ",감사하고 사랑합니다 이렇게 훌륭한 앱을 무료로 이용할수 있게 해주시다뇨,"['감사하고', '사랑합니다', '훌륭한', '앱을', '무료로', '이용할수', '있게', '해주시다뇨']",감사하고 사랑합니다 훌륭한 앱을 무료로 이용할수 있게 해주시다뇨
appstore,퍄노찬미아노,고맙습니다,"잘 사용하고 있습니다

무료로 사용하기에 로고는 지우지 않고 영상을 올리고 있습니다

지금도 좋지만 더 발전하길 바랍니다",5,0.5.8,0.0,0.0,2020-11-29,6699611933.0,kr,,,0.0,,NaT,,,,,"잘 사용하고 있습니다

무료로 사용하기에 로고는 지우지 않고 영상을 올리고 있습니다

지금도 좋지만 더 발전하길 바랍니다",잘 사용하고 있습니다 무료로 사용하기에 로고는 지우지 않고 영상을 올리고 있습니다 지금도 좋지만 더 발전하길 바랍니다,"['사용하고', '있습니다', '무료로', '사용하기에', '로고는', '지우지', '않고', '영상을', '올리고', '있습니다', '지금도', '좋지만', '발전하길', '바랍니다']",사용하고 있습니다 무료로 사용하기에 로고는 지우지 않고 영상을 올리고 있습니다 지금도 좋지만 발전하길 바랍니다
appstore,ㅎㅏ이호,감동스러워요...,사실 얼마나 인식을 잘할까 했는데...진짜 대박이에요..여러분 꼭 쓰세요.ㅎㅎ 영상만들떼 자막 귀찮아서 안넣던 1인인데 무조건.. ㅠㅠ 감사합니다,5,0.5.8,0.0,0.0,2020-11-28,6696797380.0,kr,,,0.0,,NaT,,,,,사실 얼마나 인식을 잘할까 했는데...진짜 대박이에요..여러분 꼭 쓰세요.ㅎㅎ 영상만들떼 자막 귀찮아서 안넣던 1인인데 무조건.. ㅠㅠ 감사합니다,사실 얼마나 인식을 잘할까 했는데 진짜 대박이에요 여러분 꼭 쓰세요 영상만들떼 자막 귀찮아서 안넣던 1인인데 무조건 감사합니다,"['사실', '얼마나', '인식을', '잘할까', '했는데', '대박이에요', '여러분', '쓰세요', '영상만들떼', '자막', '귀찮아서', '안넣던', '인인데', '무조건', '감사합니다']",사실 얼마나 인식을 잘할까 했는데 대박이에요 여러분 쓰세요 영상만들떼 자막 귀찮아서 안넣던 인인데 무조건 감사합니다
appstore,고양이엄마꽃돼지,넘좋아요,아이폰으로 편집하면 넘좋아요,5,0.5.7,0.0,0.0,2020-11-27,6691002714.0,kr,,,0.0,,NaT,,,,,아이폰으로 편집하면 넘좋아요,아이폰으로 편집하면 넘좋아요,"['아이폰으로', '편집하면', '넘좋아요']",아이폰으로 편집하면 넘좋아요
appstore,정원재.,소감,",무음삭제가 너무좋고요
아직은 아쉬운점 없어요",5,0.5.7,0.0,0.0,2020-11-22,6673560359.0,kr,,,0.0,,NaT,,,,,",무음삭제가 너무좋고요
아직은 아쉬운점 없어요",무음삭제가 너무좋고요 아직은 아쉬운점 없어요,"['무음삭제가', '너무좋고요', '아직은', '아쉬운점', '없어요']",무음삭제가 너무좋고요 아직은 아쉬운점 없어요
appstore,xx TAE KING xx,최고입니다,정말 유튜버 하는 분들은 강추입니다,5,0.5.6,0.0,0.0,2020-11-06,6617343301.0,kr,,,0.0,,NaT,,,,,정말 유튜버 하는 분들은 강추입니다,정말 유튜버 하는 분들은 강추입니다,"['유튜버', '분들은', '강추입니다']",유튜버 분들은 강추입니다
appstore,잇뷘,왜 갑자기 자막수정이 안될까요?,"어플 설치하고 처음 시험삼아 영상 불러왔을 때는 분명 자막을 수정할 수 있었던 것 같은데
오늘 제대로 자막 넣으려고 했더니 갑자기 자막 수정이 처음 부터 안됐던 것처럼 키보드조차 올라오지 않네요ㅠ 혹시 영상 길이 제한이 있나 싶어서 1분짜리 짧은 영상도 열어봤는데 수정이 안돼요...
답답하네요ㅜ 버그인지 뭔지ㅜㅜ
ios14로 최근에 업그레이드 한 거 때문에 호환이 안되는 건가요??",4,0.5.3,0.0,0.0,2020-09-26,6470796703.0,kr,,,0.0,,NaT,,,,,"어플 설치하고 처음 시험삼아 영상 불러왔을 때는 분명 자막을 수정할 수 있었던 것 같은데
오늘 제대로 자막 넣으려고 했더니 갑자기 자막 수정이 처음 부터 안됐던 것처럼 키보드조차 올라오지 않네요ㅠ 혹시 영상 길이 제한이 있나 싶어서 1분짜리 짧은 영상도 열어봤는데 수정이 안돼요...
답답하네요ㅜ 버그인지 뭔지ㅜㅜ
ios14로 최근에 업그레이드 한 거 때문에 호환이 안되는 건가요??",어플 설치하고 처음 시험삼아 영상 불러왔을 때는 분명 자막을 수정할 수 있었던 것 같은데 오늘 제대로 자막 넣으려고 했더니 갑자기 자막 수정이 처음 부터 안됐던 것처럼 키보드조차 올라오지 않네요 혹시 영상 길이 제한이 있나 싶어서 1분짜리 짧은 영상도 열어봤는데 수정이 안돼요 답답하네요 버그인지 뭔지 ios14로 최근에 업그레이드 한 거 때문에 호환이 안되는 건가요,"['어플', '설치하고', '시험삼아', '영상', '불러왔을', '때는', '분명', '자막을', '수정할', '있었던', '같은데', '제대로', '자막', '넣으려고', '자막', '수정이', '안됐던', '것처럼', '키보드조차', '올라오지', '않네요', '혹시', '영상', '길이', '제한이', '있나', '싶어서', '분짜리', '짧은', '영상도', '열어봤는데', '수정이', '안돼요', '답답하네요', '버그인지', '뭔지', '최근에', '업그레이드', '호환이', '안되는', '건가요']",어플 설치하고 시험삼아 영상 불러왔을 때는 분명 자막을 수정할 있었던 같은데 제대로 자막 넣으려고 자막 수정이 안됐던 것처럼 키보드조차 올라오지 않네요 혹시 영상 길이 제한이 있나 싶어서 분짜리 짧은 영상도 열어봤는데 수정이 안돼요 답답하네요 버그인지 뭔지 최근에 업그레이드 호환이 안되는 건가요
appstore,정선쌤,안드로이드 버젼은?,언제쯤 나오나요?,5,0.5.2,0.0,0.0,2020-09-23,6461163656.0,kr,,,0.0,,NaT,,,,,언제쯤 나오나요?,언제쯤 나오나요,"['언제쯤', '나오나요']",언제쯤 나오나요
appstore,블루블루쿠키!,딱 한 가지 아쉬운 점,"Vrew를 아주 유용하게 쓰고 있는 유튜버입니다.제가 유튜브를 하다 보니 영상에 인트로,아웃트로를 넣어야합니다.그런데 배경음악을 넣으면 인트로,아웃트로의 배경음악과 겹치더군요.그래서 결론은 특정 구간에만 배경음악을 넣을 수 있는 기능을 추가해주셨음합니다!",5,0.4.8,0.0,0.0,2020-09-15,6432984757.0,kr,,,0.0,,NaT,,,,,"Vrew를 아주 유용하게 쓰고 있는 유튜버입니다.제가 유튜브를 하다 보니 영상에 인트로,아웃트로를 넣어야합니다.그런데 배경음악을 넣으면 인트로,아웃트로의 배경음악과 겹치더군요.그래서 결론은 특정 구간에만 배경음악을 넣을 수 있는 기능을 추가해주셨음합니다!",Vrew를 아주 유용하게 쓰고 있는 유튜버입니다 제가 유튜브를 하다 보니 영상에 인트로 아웃트로를 넣어야합니다 그런데 배경음악을 넣으면 인트로 아웃트로의 배경음악과 겹치더군요 그래서 결론은 특정 구간에만 배경음악을 넣을 수 있는 기능을 추가해주셨음합니다,"['유용하게', '쓰고', '있는', '유튜버입니다', '유튜브를', '보니', '영상에', '인트로', '아웃트로를', '넣어야합니다', '배경음악을', '넣으면', '인트로', '아웃트로의', '배경음악과', '겹치더군요', '결론은', '특정', '구간에만', '배경음악을', '넣을', '있는', '기능을', '추가해주셨음합니다']",유용하게 쓰고 있는 유튜버입니다 유튜브를 보니 영상에 인트로 아웃트로를 넣어야합니다 배경음악을 넣으면 인트로 아웃트로의 배경음악과 겹치더군요 결론은 특정 구간에만 배경음악을 넣을 있는 기능을 추가해주셨음합니다
appstore,드리머황,정말 초 슈퍼 울트라 캡숑 나이스 짱 어플입니다. 초 강추합니다.,"진심으로 감사드립니다. 

흥하세요^**",5,0.4.8,0.0,0.0,2020-08-25,6358952997.0,kr,,,0.0,,NaT,,,,,"진심으로 감사드립니다. 

흥하세요^**",진심으로 감사드립니다 흥하세요,"['진심으로', '감사드립니다', '흥하세요']",진심으로 감사드립니다 흥하세요
appstore,곤둔아,정말 잘쓰고 있어요,"말자막 쓰는 영상에는 최고라서 블로그 리뷰로도 홍보 많이 하고 있습니다
그런데 혹시 유튜브자체 자막처럼 기존에 문서화된 스크립트를 한번에 입력해서 싱크 맞춰 자막만드는 기능을 추가하실 계획은 없으신지요? 
대본을 읽는 영상의 경우 이렇게 가능하면 정말 좋을 것 같아요.
그리고 유료화 좀 하시길... 그냥 쓰기 미안해요",5,0.4.8,0.0,0.0,2020-08-22,6349275057.0,kr,,,0.0,,NaT,,,,,"말자막 쓰는 영상에는 최고라서 블로그 리뷰로도 홍보 많이 하고 있습니다
그런데 혹시 유튜브자체 자막처럼 기존에 문서화된 스크립트를 한번에 입력해서 싱크 맞춰 자막만드는 기능을 추가하실 계획은 없으신지요? 
대본을 읽는 영상의 경우 이렇게 가능하면 정말 좋을 것 같아요.
그리고 유료화 좀 하시길... 그냥 쓰기 미안해요",말자막 쓰는 영상에는 최고라서 블로그 리뷰로도 홍보 많이 하고 있습니다 그런데 혹시 유튜브자체 자막처럼 기존에 문서화된 스크립트를 한번에 입력해서 싱크 맞춰 자막만드는 기능을 추가하실 계획은 없으신지요 대본을 읽는 영상의 경우 이렇게 가능하면 정말 좋을 것 같아요 그리고 유료화 좀 하시길 그냥 쓰기 미안해요,"['말자막', '쓰는', '영상에는', '최고라서', '블로그', '리뷰로도', '홍보', '하고', '있습니다', '혹시', '유튜브자체', '자막처럼', '기존에', '문서화된', '스크립트를', '한번에', '입력해서', '싱크', '맞춰', '자막만드는', '기능을', '추가하실', '계획은', '없으신지요', '대본을', '읽는', '영상의', '경우', '가능하면', '좋을', '유료화', '하시길', '쓰기', '미안해요']",말자막 쓰는 영상에는 최고라서 블로그 리뷰로도 홍보 하고 있습니다 혹시 유튜브자체 자막처럼 기존에 문서화된 스크립트를 한번에 입력해서 싱크 맞춰 자막만드는 기능을 추가하실 계획은 없으신지요 대본을 읽는 영상의 경우 가능하면 좋을 유료화 하시길 쓰기 미안해요
appstore,심외,자막 제작 어플중에 최고예요!,"지금까지 써 본 어플중에 가장 좋습니다. 익스포트 되는 것도 좋구요. 
다만 자막구간이 3초로 지정되어 나눠지는게 조금 불편해요. 타임을 사용자가 임의로 찍을 수 있었으면 좋겠어요. 
어플 사용하는 중에는 블루투스 키보드를 연결해서 작업하는데 만약 단축키로  스타트타임만 찍을 수 있어도 아주 좋을 것 같습니다. 더 많은 언어팩을 위해서 유료결제할 의사도 충분하니 많은 발전과 업데이트 바랍니다^^",5,0.4.6,0.0,0.0,2020-08-10,6302675963.0,kr,,,0.0,,NaT,,,,,"지금까지 써 본 어플중에 가장 좋습니다. 익스포트 되는 것도 좋구요. 
다만 자막구간이 3초로 지정되어 나눠지는게 조금 불편해요. 타임을 사용자가 임의로 찍을 수 있었으면 좋겠어요. 
어플 사용하는 중에는 블루투스 키보드를 연결해서 작업하는데 만약 단축키로  스타트타임만 찍을 수 있어도 아주 좋을 것 같습니다. 더 많은 언어팩을 위해서 유료결제할 의사도 충분하니 많은 발전과 업데이트 바랍니다^^",지금까지 써 본 어플중에 가장 좋습니다 익스포트 되는 것도 좋구요 다만 자막구간이 3초로 지정되어 나눠지는게 조금 불편해요 타임을 사용자가 임의로 찍을 수 있었으면 좋겠어요 어플 사용하는 중에는 블루투스 키보드를 연결해서 작업하는데 만약 단축키로 스타트타임만 찍을 수 있어도 아주 좋을 것 같습니다 더 많은 언어팩을 위해서 유료결제할 의사도 충분하니 많은 발전과 업데이트 바랍니다,"['지금까지', '어플중에', '가장', '좋습니다', '익스포트', '되는', '것도', '좋구요', '다만', '자막구간이', '초로', '지정되어', '나눠지는게', '불편해요', '타임을', '사용자가', '임의로', '찍을', '있었으면', '좋겠어요', '어플', '사용하는', '중에는', '블루투스', '키보드를', '연결해서', '작업하는데', '만약', '단축키로', '스타트타임만', '찍을', '있어도', '좋을', '같습니다', '많은', '언어팩을', '위해서', '유료결제할', '의사도', '충분하니', '많은', '발전과', '업데이트', '바랍니다']",지금까지 어플중에 가장 좋습니다 익스포트 되는 것도 좋구요 다만 자막구간이 초로 지정되어 나눠지는게 불편해요 타임을 사용자가 임의로 찍을 있었으면 좋겠어요 어플 사용하는 중에는 블루투스 키보드를 연결해서 작업하는데 만약 단축키로 스타트타임만 찍을 있어도 좋을 같습니다 많은 언어팩을 위해서 유료결제할 의사도 충분하니 많은 발전과 업데이트 바랍니다
appstore,weooslsls,내보내기를 누르면 미디어를 디코드할수없고 손상되었을수 있다고 뜹니다,어떻게 해야하나요?,5,0.4.6,0.0,0.0,2020-08-02,6270275267.0,kr,,,0.0,,NaT,,,,,어떻게 해야하나요?,어떻게 해야하나요,"['어떻게', '해야하나요']",어떻게 해야하나요
appstore,바당구,이런게 인공지능이죠 와대박,"영상디자인을 전공해서 사회에 나왔더니 ㅎ정말 방송국에 오래된 편집기들,시간낭비 속에서 거꾸로 돌아간다는 느낌을 지울수가없었어요 영상툴의 발전과정,?역사?를 생각하게되고.이건 더이상
밥벌어먹을 기술이 아니구나 깨닫게되었죠. 이런게 나올거라 생각은했지만 정말 직관적으로 잘만들었네요.디테일이 미침.딥러닝 진심 배우고싶다.",5,0.4.2,1.0,1.0,2020-06-17,6087295405.0,kr,,,0.0,,NaT,,,,,"영상디자인을 전공해서 사회에 나왔더니 ㅎ정말 방송국에 오래된 편집기들,시간낭비 속에서 거꾸로 돌아간다는 느낌을 지울수가없었어요 영상툴의 발전과정,?역사?를 생각하게되고.이건 더이상
밥벌어먹을 기술이 아니구나 깨닫게되었죠. 이런게 나올거라 생각은했지만 정말 직관적으로 잘만들었네요.디테일이 미침.딥러닝 진심 배우고싶다.",영상디자인을 전공해서 사회에 나왔더니 정말 방송국에 오래된 편집기들 시간낭비 속에서 거꾸로 돌아간다는 느낌을 지울수가없었어요 영상툴의 발전과정 역사 를 생각하게되고 이건 더이상 밥벌어먹을 기술이 아니구나 깨닫게되었죠 이런게 나올거라 생각은했지만 정말 직관적으로 잘만들었네요 디테일이 미침 딥러닝 진심 배우고싶다,"['영상디자인을', '전공해서', '사회에', '나왔더니', '방송국에', '오래된', '편집기들', '시간낭비', '속에서', '거꾸로', '돌아간다는', '느낌을', '지울수가없었어요', '영상툴의', '발전과정', '역사', '생각하게되고', '이건', '더이상', '밥벌어먹을', '기술이', '아니구나', '깨닫게되었죠', '이런게', '나올거라', '생각은했지만', '직관적으로', '잘만들었네요', '디테일이', '미침', '딥러닝', '진심', '배우고싶다']",영상디자인을 전공해서 사회에 나왔더니 방송국에 오래된 편집기들 시간낭비 속에서 거꾸로 돌아간다는 느낌을 지울수가없었어요 영상툴의 발전과정 역사 생각하게되고 이건 더이상 밥벌어먹을 기술이 아니구나 깨닫게되었죠 이런게 나올거라 생각은했지만 직관적으로 잘만들었네요 디테일이 미침 딥러닝 진심 배우고싶다
appstore,swi5154,잘 사용하고 있습니다,그런데 지원언어가 부족해요ㅠㅠ 중국어 추가해주실계획 있나요??,5,0.3.7,0.0,0.0,2020-05-24,5987245957.0,kr,,,0.0,,NaT,,,,,그런데 지원언어가 부족해요ㅠㅠ 중국어 추가해주실계획 있나요??,그런데 지원언어가 부족해요 중국어 추가해주실계획 있나요,"['지원언어가', '부족해요', '중국어', '추가해주실계획', '있나요']",지원언어가 부족해요 중국어 추가해주실계획 있나요
appstore,지나가는 작가,인생 최고의 앱,"처음으로 글 남깁니다.
지금까지 본 최고의 앱입니다.
가끔 취미로 번역 작업하는데 이보다 더 편한 앱을 본 적이 없네요.
기능은 물론 사용자 편의성이 환상적입니다.
이걸 무료로 풀어주시니 개발자 님께 정말 감사할 따름입니다.
피드백도 해주시고 의견도 반영해 주시는 개발자님께 다시 한 번 감사드립니다.
저도 개발자로서 약 10년 정도 일했는데, 진심 존경합니다^^
화이링~",5,0.3.7,0.0,0.0,2020-05-22,5979392855.0,kr,,,0.0,,NaT,,,,,"처음으로 글 남깁니다.
지금까지 본 최고의 앱입니다.
가끔 취미로 번역 작업하는데 이보다 더 편한 앱을 본 적이 없네요.
기능은 물론 사용자 편의성이 환상적입니다.
이걸 무료로 풀어주시니 개발자 님께 정말 감사할 따름입니다.
피드백도 해주시고 의견도 반영해 주시는 개발자님께 다시 한 번 감사드립니다.
저도 개발자로서 약 10년 정도 일했는데, 진심 존경합니다^^
화이링~",처음으로 글 남깁니다 지금까지 본 최고의 앱입니다 가끔 취미로 번역 작업하는데 이보다 더 편한 앱을 본 적이 없네요 기능은 물론 사용자 편의성이 환상적입니다 이걸 무료로 풀어주시니 개발자 님께 정말 감사할 따름입니다 피드백도 해주시고 의견도 반영해 주시는 개발자님께 다시 한 번 감사드립니다 저도 개발자로서 약 10년 정도 일했는데 진심 존경합니다 화이링,"['처음으로', '남깁니다', '지금까지', '최고의', '앱입니다', '가끔', '취미로', '번역', '작업하는데', '이보다', '편한', '앱을', '적이', '없네요', '기능은', '물론', '사용자', '편의성이', '환상적입니다', '이걸', '무료로', '풀어주시니', '개발자', '님께', '감사할', '따름입니다', '피드백도', '해주시고', '의견도', '반영해', '주시는', '개발자님께', '감사드립니다', '저도', '개발자로서', '일했는데', '진심', '존경합니다', '화이링']",처음으로 남깁니다 지금까지 최고의 앱입니다 가끔 취미로 번역 작업하는데 이보다 편한 앱을 적이 없네요 기능은 물론 사용자 편의성이 환상적입니다 이걸 무료로 풀어주시니 개발자 님께 감사할 따름입니다 피드백도 해주시고 의견도 반영해 주시는 개발자님께 감사드립니다 저도 개발자로서 일했는데 진심 존경합니다 화이링
appstore,SUEIEL,"아이패드에서 써 봤는데요, 자막이 뜨는 초단위 시간을 편집하는 건 안되네요?",약간의 오류가 있어서 수정을 하는데 자막 시간 편집이 안되네요.,3,0.3.5,0.0,0.0,2020-05-18,5964050229.0,kr,,,0.0,,NaT,,,,,약간의 오류가 있어서 수정을 하는데 자막 시간 편집이 안되네요.,약간의 오류가 있어서 수정을 하는데 자막 시간 편집이 안되네요,"['약간의', '오류가', '수정을', '하는데', '자막', '시간', '편집이', '안되네요']",약간의 오류가 수정을 하는데 자막 시간 편집이 안되네요
appstore,매봉사나이,정말 필요한 프로그램 입니다..최고,"우연히 발견을 했는데 정말 좋네요. 최고입니다
UI부터 거부감이 없고 자막편집이 너무편리합니다",5,0.3.4,0.0,0.0,2020-05-09,5923026736.0,kr,,,0.0,,NaT,,,,,"우연히 발견을 했는데 정말 좋네요. 최고입니다
UI부터 거부감이 없고 자막편집이 너무편리합니다",우연히 발견을 했는데 정말 좋네요 최고입니다 UI부터 거부감이 없고 자막편집이 너무편리합니다,"['우연히', '발견을', '했는데', '좋네요', '최고입니다', '거부감이', '자막편집이', '너무편리합니다']",우연히 발견을 했는데 좋네요 최고입니다 거부감이 자막편집이 너무편리합니다
appstore,Whitedimmer,해상도 설정,사용자가 직접 해상도를 설정할 수 있게 해주시면 좋겠습니다. 1080p 또는 60프레임도 프레임도 설정할수 있게 해주시면 정말 감사하겠고요.,4,0.3.4,0.0,0.0,2020-05-08,5919422515.0,kr,,,0.0,,NaT,,,,,사용자가 직접 해상도를 설정할 수 있게 해주시면 좋겠습니다. 1080p 또는 60프레임도 프레임도 설정할수 있게 해주시면 정말 감사하겠고요.,사용자가 직접 해상도를 설정할 수 있게 해주시면 좋겠습니다 1080p 또는 60프레임도 프레임도 설정할수 있게 해주시면 정말 감사하겠고요,"['사용자가', '직접', '해상도를', '설정할', '있게', '해주시면', '좋겠습니다', '또는', '프레임도', '프레임도', '설정할수', '있게', '해주시면', '감사하겠고요']",사용자가 직접 해상도를 설정할 있게 해주시면 좋겠습니다 또는 프레임도 프레임도 설정할수 있게 해주시면 감사하겠고요
appstore,아이폰X씁니다,씽크가 안맞아요ㅠㅠㅠㅠ,"13분 영상 자막 다 썼는데...
익스포트 하니까 씽크가 안맞아요
와 어떻게 해야하나요...",1,0.3.3,0.0,0.0,2020-05-02,5893590192.0,kr,,,0.0,,NaT,,,,,"13분 영상 자막 다 썼는데...
익스포트 하니까 씽크가 안맞아요
와 어떻게 해야하나요...",13분 영상 자막 다 썼는데 익스포트 하니까 씽크가 안맞아요 와 어떻게 해야하나요,"['영상', '자막', '썼는데', '익스포트', '하니까', '씽크가', '안맞아요', '어떻게', '해야하나요']",영상 자막 썼는데 익스포트 하니까 씽크가 안맞아요 어떻게 해야하나요
appstore,syxa51,영상내보내기,아무리 좋은 프로그램이라도 내보내기가 안되서 사용이 안되면 무용지물인것 같네요 영상내보내기를 누르면 계속 멈춰서 한시간이고 두시간이고 진행이 안됩니다,1,0.3.3,0.0,0.0,2020-04-27,5873053699.0,kr,,,0.0,,NaT,,,,,아무리 좋은 프로그램이라도 내보내기가 안되서 사용이 안되면 무용지물인것 같네요 영상내보내기를 누르면 계속 멈춰서 한시간이고 두시간이고 진행이 안됩니다,아무리 좋은 프로그램이라도 내보내기가 안되서 사용이 안되면 무용지물인것 같네요 영상내보내기를 누르면 계속 멈춰서 한시간이고 두시간이고 진행이 안됩니다,"['아무리', '좋은', '프로그램이라도', '내보내기가', '사용이', '안되면', '무용지물인것', '같네요', '영상내보내기를', '누르면', '멈춰서', '한시간이고', '두시간이고', '진행이', '안됩니다']",아무리 좋은 프로그램이라도 내보내기가 사용이 안되면 무용지물인것 같네요 영상내보내기를 누르면 멈춰서 한시간이고 두시간이고 진행이 안됩니다
