rating,updated,review_text,Sentiment_label,Sentiment_score
5,2024-03-14,特に余分な部分のカットがやりやすい。 無料で字幕のカラーや書体も選べるので大満足。 カット作業と字幕作業の短縮に役立ちました。 お勧めのツールです。,긍정,0.5259159207344055
5,2024-02-11,とっても良き,긍정,0.8640733361244202
4,2024-02-08,ダークモードの追加と、 🤣👏←これ無くしてくれませんか？,긍정,0.7488742470741272
3,2024-02-07,テキストから動画を作れると聞いてダウンロードしたけれど、、、出来ないようですね。自動で字幕作れるのは知っていましたし、便利ですよ。テキストから動画の機能を、どうかiPadアプリ版にもお願いします。,긍정,0.6405792236328125
5,2024-02-05,初めて使用させて頂きましたが、初心者の私でも完成させる事ができました。有難うございます,긍정,0.880287230014801
3,2024-01-23,iPhone版なんだね、PC版と違って。,긍정,0.7011021375656128
3,2023-10-22,まだ、使い方がわからない,긍정,0.6806005239486694
5,2023-10-11,このアプリに出逢ってから動画編集がどんなに楽になったか...ありがとうございます！,긍정,0.5956653952598572
5,2023-08-30,直感的に使えて本当に重宝しています！,긍정,0.8926517367362976
4,2023-07-27,フォントの追加が出来ません。 やり方はあるのでしょうか…？  出来たら⭐️5 とっても便利で無料なのでありがたいアプリです！,부정,0.12536287307739258
5,2023-05-22,無料の音楽が沢山あって動画が楽しく作れるので､楽しいです。,부정,0.08618228137493134
5,2023-05-09,Very easy to use! This app is a great idea!  but I'd love to see French added!,긍정,0.9899370670318604
1,2023-04-14,ログイン出来ませんし出来たとしても音声読み込み出来ません。 復旧願います。,긍정,0.5304741859436035
4,2023-04-12,無料にしては良いが有料ならしゃべりと字幕の始まりのズレ0.2秒前後、しゃべりと字幕のズレがあるので製品にしては悪いと評価せざるを得ない。そして数年このアプリにはお世話になっているがデータを回収しているくせに音声からの文字起こしにスペックが反映されていないのは進化が感じられない。,긍정,0.7769973874092102
1,2023-03-20,文字が全て「？」になって一文字も読みとらねえじゃねえか。とんだゴミアプリだな。バグを直さない限り星一つですね。,긍정,0.7889482378959656
5,2023-01-23,あっというまに、できちゃう！,긍정,0.6488514542579651
5,2023-01-20,使いやすい,긍정,0.7414153814315796
5,2022-12-13,文字入れが楽で、動画がアップしやすくなりました。  文字の編集作業も、簡単で使い勝手がいいです👍,긍정,0.6950100064277649
2,2022-10-18,音声聞き取りが間違うならまだ許せる。 間違ってるとこ手打ちで直したのに、文字化けして正しく表示されない。 これじゃ使えないです。 良さそうだと期待したのに、ガッカリ,긍정,0.7349387407302856
5,2022-09-16,アクションカメラからチョット遠ざかり、現在はiphone (カメラ機能が多様化された為)に集中しております。静止画像にもテキストを挿入しながらの編集ですq,긍정,0.7198835015296936
3,2022-09-13,ios16へアップデートした瞬間、全てのエクスポートが不可になりました。。 早急のご対応をお願いします。 機種　iPhone12 Pro MAX,긍정,0.6759970188140869
5,2022-08-19,何もかもが便利で感動です。 保存は、このアプリの中ではなく自分の写真フォルダへの保存のみになるの？だけ分からなかったのですが、そんなことは気にならないくらい機能の充実、広告まで無料で消せるし音楽もついているし、字幕の正確さは他のアプリより抜きん出てすばらしいです！,긍정,0.8294596076011658
5,2022-08-16,字幕を手動で入れることに、時間と労力を費やして悩んでいたので、本当に助かっています！！ 色や文字の系統までカスタマイズ出来て、特に表示されるタイミングを合わせる手間が省けたので、今後も字幕入れに必須のアプリです！,긍정,0.7468506097793579
4,2022-08-13,音楽付き動画を翻訳する場合は、テキストとして現れない、また言語の読み取りがすこし弱く、訛った英語などは聞き取れないようです。 YouTube並の力を発揮してくれれば、パーフェクトです👍,긍정,0.6338188648223877
4,2022-08-09,動画編集に使用しておりますとっても素晴らしいアプリだと思いますただ1点気になる点が …iPadで編集しているんですが、一度iPad修理に出そうと思っております、プロジェクトを他のものに書き出すことができないんでしょうか？,긍정,0.675416111946106
4,2022-08-07,全般的に本当に素晴らしいアプリで重宝しています。 しかし、プレヴューと書き出した動画の字幕位置が一致しないケースが多々あります。 画面いっぱいに字幕があるようなケースでは、プレヴューではきちんと収まっているのに、書き出した動画では画面外にはみ出したり、意図しない改行が発生します。書き出してみるまでわからないので、長尺の動画の結果にはガッカリさせられます。,긍정,0.5861844420433044
5,2022-07-05,いやーこれはとても使いやすくていいアプリですます。とりまあーなるほどね,긍정,0.6579397916793823
5,2022-05-16,これまでも自分で素人なりに編集してきたけど、これはすごく編集しやすくて嬉しい,긍정,0.5231135487556458
5,2022-05-03,初めて使わせて頂きましたけど、 素人でも使いやすかったです。,긍정,0.7331704497337341
5,2022-04-30,たまにバグを起こします！ 私の場合はずーっと前からおかしいと思っていたんですが、携帯が恐らく壊れてるんだと思います。 毎回和訳がおかしいので。 評価は満点です💯,긍정,0.6848848462104797
5,2022-04-15,こんな高レベルの字幕AIアプリが、無料で使えるなんて最高すぎです！逆になんか裏があるんじゃないかと心配になるレベル…ないですよね？？,긍정,0.9024601578712463
3,2022-03-20,韓国語の動画で字幕を韓国語→日本語に変換してほしくてこのアプリを入れましたが、日本語がおかしすぎて意味が全くわからないので困ってます。改善お願いします。,긍정,0.8176488876342773
4,2022-03-15,文字起こしの精度も高く、有料レベルで使いやすいです。  PC版ではキーボードのカーソルキーで字幕編集エリアに移動出来るのですが、iPad版では何故か移動できなくて不便です。  iPadで編集時、SDカードから直接読めるようになれば、より使いやすくなると思いました。,긍정,0.6646469831466675
5,2022-02-10,YouTubeの動画を作る時に最高に使いやすいです。字幕も自動で生成してくれて、余計な部分もカットしてくれます。,긍정,0.8646447062492371
5,2022-01-31,友人に教えてもらいました！  めっちゃ使いやすくて感動です😄  これなら僕でもショート動画を気軽に作れます。  ありがとうございます。,긍정,0.7236114740371704
5,2022-01-17,iPhoneだとフランス語が使えません フランス語は多くの人が使っている言語です お願いします,긍정,0.7498785853385925
5,2022-01-10,素晴らしいです,긍정,0.7884255051612854
3,2021-12-23,他の翻訳アプリは写真がほとんどで動画の翻訳ができないので、 このアプリはSNSの動画を翻訳ができるのがとても良いですね だだ、ドイツ語の翻訳ができないのがとても残念です ドイツ語の翻訳もできるようになってほしいです,긍정,0.6855345368385315
5,2021-12-11,文字起こしにかかる時間も早く、操作も簡単でした。かなりの時短になること間違いなしです。,긍정,0.5550200939178467
5,2021-10-25,意外とスムーズに簡単に編集できました。,긍정,0.5596199631690979
5,2021-10-24,最高だね！,긍정,0.9818068742752075
1,2021-10-06,私の滑舌が悪いのか何度やっても言ってない言葉で変な言葉に変換されてしまいます。 全く使えませんでした。,부정,0.4553658664226532
5,2021-10-06,"Best part of this app is we can add captions to different languages and app itself will translate it !!  For example, if you use Japanese language in the video and you want to add English caption.  In this case, this app will automatically generate the Japanese by voice recognition and you can translate the Japanese captions to English!!   Obviously there are some inaccurate translations but you can adjust very easily!!   So helpful!!   Thanks and biggest shoutout for the development team!!",긍정,0.9706849455833435
1,2021-09-23,一人で喋ってるとこでもほとんど認識されない 割とはっきり喋ってるとこも全然ダメ 動画指定するだけだし何も間違えてないはず 他の人の評価がいいので何かあるのかもしれないけど とりあえず全く使い物にならないので 現状評価1,긍정,0.5890491604804993
1,2021-09-18,インポートして、もう一度戻って、動画を編集しようとしたら、字幕だけ残ってました。 再編集できなくなりました。,긍정,0.622572124004364
3,2021-09-15,非常に使い易く素晴らしいアプリですが、英語にするとy g jなどの縦長の文字が少し消えます。改善されたら嬉しいです。,긍정,0.5111894011497498
5,2021-09-09,神です！ こういうのよくわからなかったんですが、すぐ使えるようになりましたし、全てが神です,긍정,0.8073337078094482
1,2021-09-04,🤣←この絵文字の消し方がわからない。空白にしても出てくる。❔のところに来ると必ず表示されてしまう。,부정,0.4225592315196991
1,2021-08-29,対応いただいた者ですが記載されてるメールアドレスに送信してもメールが返ってきます。アドレスは間違ってないですか？ 受信可能なメールアドレスを今一度記載して頂けますと幸いです。,부정,0.2657240927219391
5,2021-08-25,YouTubeの自動字幕より精度が高く、気に入っています。ただ、行選択が一行ずつしか出来ないので、長い動画だと面倒くさい。シフトで一気に複数行選択出来るようにして欲しいです。,긍정,0.7204306125640869
5,2021-08-18,喋ってない所は直ぐにかなり早くカットでき、字幕の精度もほぼ完璧。  YouTubeの字幕と比べると比べ物にならない良さがある。  時短に繋がるのでYouTubeなどやっている人は必須アプリかと思います。,긍정,0.9404370188713074
5,2021-08-12,動画編集などにあまり詳しくない私でも、迷わずできました！ありがたいアプリです。,긍정,0.6354411840438843
5,2021-08-08,字幕に時間かかっていたのが、あっという間に変換！！ サイコーーー これは、有料版でも購入するクオリティー🌟 無料で、本当に感謝！！！,긍정,0.7352755069732666
5,2021-07-30,編集がむちゃくちゃ楽になった。これで無課金はヤバイ！オススメです！,긍정,0.5650519728660583
4,2021-07-07,音ズレとノイズをなくしてほしいです それ以外はとても良いです,긍정,0.6087571978569031
5,2021-07-01,完璧ですっ！,긍정,0.866252601146698
5,2021-06-28,文字起こしだけでもありがたいですが、さらに翻訳機能も付いたので抜群に役に立っております,긍정,0.6218795776367188
5,2021-06-09,音がずれるのをアプリ内で修正できるようにして欲しいです 外は満足です,긍정,0.7410147190093994
5,2021-05-27,素晴らしいアプリなのですが、[?]の部分を一括で削除することは出来るのでしょうか。 置換機能で一括削除を試みましたが、検索に引っかからない状態です。 ご教授の程よろしくお願いします。,긍정,0.5359753966331482
1,2021-05-23,エクスポートした動画の字幕が編集画面での字幕と異なり、2段に改行されている時がある。1本編集するたびに１回〜２回起こるので、エクスポートした後確認して直し、再度エクスポートするという、作業効率が結果悪い状況になっているので、早急に直して欲しい,부정,0.37809741497039795
5,2021-05-21,字幕入れるだけに使用しているのですが 無料でこの操作性なら満足です 欲をいえば縦書きも対応されるとありがたいかな,부정,0.29235514998435974
5,2021-05-18,最高のアプリです。英語→英語なのですが、それに日本語訳をつける機能が欲しいです。 PS と思ってレビュー記入したら！翌日、アプリのチームからわざわざご回答頂きました。早いっ！ 「英語を日本語に翻訳する機能は編集画面の左上にある【三】ボタンを押すと【字幕を翻訳する】機能があります！そちらの機能を利用すると英語を日本語に訳することができます。」 という事です。最高の中の最高！Best of the Bestです！  ありがとうございます😊,긍정,0.9670069217681885
4,2021-04-21,こんな簡単に字幕が付くのは楽で嬉しいです 助かってます。、みなさんも是非損はないと思いますのでオススメします。 iPhoneやiPadで作った動画を同じアカウントであれば見られると嬉しいのですが、編集登録した端末のみでの視聴となるようなのでそこは残念でした。同じアカウントでログインしているので見れたら星5個でした😙,긍정,0.6878013014793396
4,2021-04-15,かれこれ１年位、動画の字幕付けに愛用しています。 音声入りの動画をこのアプリにアップするだけで、字幕が入るので、誤った部分や、字幕を入れるタイミングの調整をすれば、字幕入りの動画に加工できるので気に入って、課金しています。  デベロッパーさんへ 最近(2021年４月現在)、アプリに動画をアップしたときに、字幕のタイミングが著しくズレているようで、以前ほどのスマートさが感じられないのですが、iOSアップデートへの同調が遅れているのでしょうか？,긍정,0.7779644131660461
1,2021-04-06,(迷惑フォルダも確認しましたが見つかりません) どう対処していけばいいでしょうか？ ちなみに使用メールはGmailです。,긍정,0.6156418919563293
5,2021-03-28,いいアプリ提供して下さりありがとうございますw,긍정,0.6984555125236511
5,2021-03-17,すっごく使いやすい 説明なしでもサクサク行ける その上かなり正確 数字には弱いようだ さらに必要のないところを削除できて編集にも役立つ 文字の出るタイミングは、多分編集出来ない(私がわかってないだけの可能性もあるが) スマホでのyoutube動画の字幕作成に使ってるが、センスの良いデザインも選択できる  気に入ってます。大感謝,긍정,0.8816742897033691
5,2021-03-07,操作方法については、少し分かりにくい箇所(どこで分割や結合できるのかなど)あるが、慣れれば、かなり感覚的に使える。しかもこれが無料。パソコン版も使ったことがあるが、特に「アプリ版だからここが不便」というものはないです。ありがとうございます。,부정,0.4358418583869934
5,2021-03-06,ジェットカットが非常に優秀です。  字幕変換に関しては滑舌をしっかりゆっくり喋れば問題ありませんが、私は早口で滑舌も良くないので誤変換が3〜4割ほどあります。  YouTube動画の作成に重宝しています。,긍정,0.8484896421432495
5,2021-02-27,無料でここまで使えるとは神アプリです。最初は修正だらけだった音声認識ですが、どんどん進化して作業にさほど手間がかからなくなりました。字幕の位置や色、フォントも種類が豊富でありがたいです。,긍정,0.8379601836204529
5,2021-02-11,使いやすいです！,긍정,0.7295957803726196
5,2021-02-08,いつもYouTubeの動画編集に使わせてもらっています。今まで手動で字幕を入力していたのですが、このアプリのおかげで字幕を入力するのが楽になり、動画編集にかける時間が少なくなって助かります,긍정,0.5216822028160095
4,2021-01-30,とても素晴らしいアプリです！！ このアプリと出会ってから動画の投稿頻度が爆上がりしました。 しかし、音ズレが気になります。 iPadで編集後、パソコンで修正するので良いのですがvrewで編集後アップ出来たらさらに便利です。  そして、ちょっと前までmov形式で書き出し出来ましたが何故かmp4形式でしか書き出せなくなりました。  またこれは要望ですが、音声入力された字幕とは別に字幕を新規に入れられると良いなと思いました。  自分の音声に対して文字でツッコミを入れるので…(笑)  とっても良いアプリなのでこちらを是非改善していただけたらと思います。 これからも応援しております！！,긍정,0.6017062067985535
5,2021-01-26,動画の編集は出来るけど写真の編集が出来ないのが残念　　　　　　写真の編集が出来るようにしてください！,긍정,0.6118103861808777
2,2021-01-16,機能は良いのですが、エクスポートした動画の色合いが凄い事になるのですが、何故でしょうか？,긍정,0.685951828956604
5,2020-12-24,このアプリを作ってくれたことに感謝しかありません本当にありがとうございます😊,긍정,0.9199710488319397
4,2020-12-23,いつも動画編集で重宝させていただいています！UIがシンプルでとても使いやすいです！一つお願いなのですが中国語から日本語への自動翻訳機能を追加してくれると助かります！無料で使わせて持っている身分でわがままかもしれませんが、ご検討お願いします！ 長文失礼しましたm(_ _)m,긍정,0.7715100049972534
1,2020-12-06,このアプリ使い勝手悪くはないんですけど何時間もかけて編集した後にエクスポートしたら文字の配列大きさが変わってることが多すぎます。 いい加減に治してください。,긍정,0.8090423941612244
5,2020-12-04,いいです。 使いやすいし最高！ 効果音とかも入れてみたい,긍정,0.9830508828163147
4,2020-11-28,翻訳であまり正しく読み取ってくれないので、もう少し性能を上げていただければ、もう感謝しかありません(｡ᵕᴗᵕ｡),긍정,0.6638162732124329
1,2020-11-28,ア◯ルとか下品な言葉ばっかり翻訳されて草,부정,0.39703378081321716
1,2020-11-20,正直使えない。ただテロップをAdobeのプレミアで入れるよりは　手動で大幅に修正しながら入れられるので簡単,긍정,0.8492828607559204
4,2020-11-16,とても重宝してます。 文字の色が変えられるし、編集しやすいし、 これで無料なのが不思議なくらいです。  強いて挙げるなら、新しく動画編集をするのに一回一回アプリを終了させないといけないところが少し不便と言ったところでしょうか。 編集環境はiPad Proですが、私だけかもです。,부정,0.4019988179206848
1,2020-11-05,とりあえず作った動画の削除方法が解らすエクスポート先の動画と元動画を削除したからか、ホームをタップするとフリーズする。ユーザーの解説をいくつか見ても、終わらせ方が解らない。,긍정,0.6205666065216064
5,2020-11-04,一つお願いがあります！できれば下ネタ系の単語は非表示にしてもらえませんでしょうか。たまに読み込み間違いで「ち○この硬さが…」とか、ひどい単語のものに間違って変換されています(＞人＜;),부정,0.44084227085113525
5,2020-10-26,授業がオンライン化され、教えている学生などに聴覚障害の学生もいるため、字幕が欠かせません。 ほかのアプリケーションより音声認識が正しく、後からの修正も楽なため手早く編集可能で重宝しています！  数字の音声認識後の変換が数字ではなく、音の読みになってしまうので(“13”といれたいのに”じゅうさん”となってしまう)そこだけが今後に期待の部分です。,긍정,0.7772477269172668
3,2020-10-25,縦書きがほしい,긍정,0.5610135793685913
4,2020-10-14,しゃべり手が二人いる場合分けて文字を起こすことはできますか？,긍정,0.7569855451583862
5,2020-09-24,アップデートしたらテキスト部分をタップしても編集できなくなってしまいました。 修正内容が見つかって、直したいのですが、反応せず、とても困っています。 同じ現象が起きている方、いらっしゃらないですか？ どう対処したら良いでしょうか？,긍정,0.7680888772010803
5,2020-09-22,是非対応言語を増やしていただきたいです。 特に中国語！ お願いしますmm,긍정,0.8371880054473877
1,2020-09-19,アプリ側からもクレームして返事待ちです。 音声認識をして字幕修正中の動画が消えてしまって心底困っています。 会員登録が必要になって、登録前に作業していたものも消えてしまったことがあったが、それは当方の場合はもう過去のことで問題なかったので流してましたが。 会員情報まわりが非常に不安なのでお気をつけください。 何か対応があれば再度レビューします,긍정,0.5921947360038757
3,2020-09-05,とてもありがたいアプリですが、あまり機能してないような気がします。韓国ドラマをこれで見てますが翻訳できてないことが多いです,긍정,0.8283501863479614
2,2020-08-28,カットしたつなぎ目のところでブチッと異音が頻繁に発生します  改善に期待しています,부정,0.3412076532840729
4,2020-08-12,mp3でのエクスポートが無くなったからなのかvrewで、字幕を付けた動画をiPhoneに、エクスポートすると、テロップが最初のまま動きません。  非常に、助かっていただけにどうしたら良いか分からず書き込みました。 iPhone xsで使用してます。こちらの操作で改善できるなら情報願います。,긍정,0.8238974809646606
4,2020-08-05,凄く凄く使いやすくて、字幕編集に使用しているのですが、複数のテキストを入力できるようにして欲しいです。 それができれば本当に文句なしです！,긍정,0.7561092972755432
3,2020-08-04,字幕つけるのはとってもいいと思います。いつもの半分以下の時間でできます！それはいいんですけど、保存しようとしても保存できないし、LINEにも送れません。一緒にYouTubeやってる仲間に送れなくて今困っています。どうしたらいいでしょうか。,긍정,0.6343333125114441
4,2020-06-08,画期的なアプリですね。 編集アプリへの書き出しをお願いしまーす！,긍정,0.5790116190910339
5,2020-06-08,アプリにはいっている無料の音楽を入れてYouTubeにアップしても著作権的に 大丈夫ですか？,부정,0.1341876983642578
5,2020-06-06,こんなアプリ探していました 1つこうして欲しいものがあります。本当はあるのか分かりませんが変換した語句を違う語句に言い換える必要があった場合、全て探して変換しないといけないので最初に変換したら全てに反映する一括変換する機能があると更に良いです。でも今までの手間を考えれば神アプリです。,긍정,0.6409764885902405
5,2020-05-31,神じゃん,긍정,0.6635422110557556
5,2020-05-20,カット編集のために使ってみましたが、めちゃくちゃ便利で感動しました！ 無音だけでなく任意の語句も一括消去できたらもっと助かります！,긍정,0.6102496981620789
4,2020-05-19,Vrewの字幕と動画編集のアプローチは文句なく素晴らしい出来だと思います。性能については申し分なく、macOS上でどんどん編集などして使い慣れていってます。  そこで、iPad版でも便利に使いたいと思ったのですが、macのキーボードショートカットに慣れたため、どうしてもタッチ操作だけだと違和感が大きくなってきました。  Macgic Keyboad for iPadも登場し、iPadもトラックパッドが使えるようになりましたので、ぜひそちらに対応してもらえたら、さらにVrewの活躍する場面が増えると思います。  よろしくお願いします。,긍정,0.7037291526794434
5,2020-05-05,本当に助かっております！ ひとつ可能ならお願いしたいのですが BGMの音量をコマごとに変えることができるようになるとうれしいです！ タイトル画像の時は上げて、動画に入ったら下げるっていう風にしたいのでご検討くださいませ。,긍정,0.7266111373901367
5,2020-05-05,なぜ無料で提供されているのかが分からないくらいすごい。 アプリも落ちない。 日本語翻訳もほぼ完璧。 感謝感激雨嵐。  製作者さん本当にありがとうございます。,부정,0.46202555298805237
4,2020-05-04,精度の高い字幕、そして空白の部分を自動カットしてくれる、有能なアプリ！ これを望んでいたと言っても過言ではない あとは手動でカットできる機能も欲しかったですね。 Android版も出してほしいですね^_^ よろしくお願いします🤲,긍정,0.8962491750717163
5,2020-04-30,最近のアプリは恐ろしく凄い･･･,긍정,0.8939179182052612
4,2020-04-10,ものすごく便利です！ただエキスポートするとファイルサイズが小さくなって4kから720に変わりました。,긍정,0.5292292237281799
4,2020-03-31,日本語のラジオの文字起こしに使用しています。文字起こしに関しては少し修正するだけでいいので重宝しています。二人以上が同時に喋っていると、どうしてもぐちゃぐちゃにはなってしまいますが...  フォントも文字の装飾パターンも豊富で（装飾方法の保存もできる）、字幕の位置も自由に変えられて。二つ以上の動画を読み込んだままにしておけるのも良いです！  ただ、デスクトップ版にあるような字幕のタイミングの細かな変更ができないので、字幕が不自然なタイミングになってしまうことがあります。デスクトップ版と同じようにタイミングを修正できる機能をつけていただけたら嬉しいです！（反対にデスクトップ版は文字の装飾や位置に制限があるのでアプリの方がまだ使い勝手が良いです）,긍정,0.7188685536384583
2,2020-03-25,先日は第二世代のiPad proですぐエクスポート出来たんですが、本日iPhone11でエクスポートがかれこれ2時間は出来ません。 9分弱、テロップなしです。iPhone11では出来ないのでしょうか。,부정,0.22733457386493683
5,2020-03-09,半信半疑で使ってみましたが、これだけの読取解析が出来るのかと驚かされました。 最近になって動画作成に多くの時間をかける事が増えてきましたが、字幕作成の苦労に悩む事が多く苦慮していました。 このAPPを活用すれば7割位の文字は自動化されるので、労力はかなり減らせると実感しました。 可能であれば音声データにも対応して欲しい事と、外部ストレージサービスなどからのインポートに対応出来たら有難く思います。,긍정,0.5785384178161621
4,2020-03-04,すごく使えるけど、いくつかの点で不満がある。 一つは、笑い声のところで絵文字が出てくること。これ→🤣 字幕つけるとこに絵文字で表現することがあるのかな？と思わされる。精々インスタのようなSNSくらい？ 二つ目は、字幕の切り方。言葉をいくつかのまとまりにして字幕を生成してくれるのだが、まとまりが大きすぎて画面に字が大量にあるということが起きる。その間最初の方の字幕が消えることがないのでやたらと冗長になる。自分で字幕のまとまりを決められるようにしたい。 三つ目は、字幕の出方がひとつだと言うこと。いくつか演出があったらいいと思う。 まだまだ使い始めたばかりなので、もしかしたら既に機能が備わってるかもしれませんが、製品の向上に役立てたらいいと思います。無料だし、わがまま言い過ぎな気もしますが…笑,긍정,0.6875464916229248
4,2020-03-02,動画の音声の文字起こしをしてくれる。驚くのは精度と、動画とのタイミング。 普段撮ったファミリー動画も、これでテロップ入るだけで全然違う。 精度は完璧とは言えないが、かなり高い精度だと思う。AIを一番身近に感じた瞬間でした。 テロップの結合や分離も簡単だし、これがあればYoutubeの原稿書きも楽チンだし、そのまま動画アップも出来ますね。 最高のアプリです。,긍정,0.8919063210487366
5,2020-01-18,精度もタイミングもほぼほぼ問題なく、これを自動でやってくれるのは驚異的です。 が、最終的に出来上がった動画をチェックすると、微妙な音ズレ(映像より音声が遅くなる)が発生してしまいます。大幅なズレではないですが、少し違和感があります。アプリ内で修正できるようになったら嬉しいのですが…(ipad版で8分ほどの動画です),긍정,0.6929616928100586
5,2020-01-09,神,긍정,0.7492709755897522
5,2019-11-23,自分のしたいレベルの動画は、読み込んだ時点でテロップつきで7割完成してくれたため、仕事がめちゃ楽になりました。 このアプリが広まるまでは、周りの人から仕事が早い人に見られるかもしれない。 誤った聞き取りや、漢字の修正も簡単に出来るため、とても便利です。 こういうアプリを待ってました、作ってくれてありがとう◎,긍정,0.7084171175956726
5,2019-10-17,話した内容を字幕にしてくれるのだが、他の音声入力アプリと違う点は、動画としっかりタイミングを合わせてくれること。これは大変素晴らしい機能で、従来動画編集ソフトでやるところをほぼ自動でやれてしまう。 精度はこれからも学習が続いていくだろうから、期待したい。 内容が間違っていても画面を見ながら簡単に編集できるのも良い。 運営会社の改善して良いものを作ろうとする姿勢も好感がもてるので応援したい。（ウェブ版もあるようです。）,긍정,0.8893731236457825
1,NaT,app앱에서는 되는 기능이 1도 없어요. 왜 만든거에요?,부정,0.012747030705213547
5,NaT,"처음 경험하는 Vrew, 생소하고 긴장이 됩니다. 열심히 배워 잘 활용하도록 하겠습니다. 감사합니다.",긍정,0.9718860387802124
1,NaT,아무것도 안돼는데요?,부정,0.010847880505025387
1,NaT,앱에서는 할수있논갯도 없고 전부 pc에서 하라는데 앱은 뭐하러 만든거야 어이가 없녜,부정,0.004830785095691681
5,NaT,완전 좋아요,긍정,0.7881696820259094
5,NaT,갤럭시텝으로 사용하고 싶은데 pc버전은 안되나요?,긍정,0.6975938677787781
3,NaT,태블릿은 영상 두개를 합쳐서 쓸수가 없네요,부정,0.31534063816070557
3,NaT,내보내기 안됨 오류 어떻게 하나요? 유료결제해서 사용잘하고있다가 지난주부터 영상내보내기 안되서 아예 사용못하고있어요. 작업시간만 많이들였는데 마지막에 내보내기 안되고 다시 해도 안되고 그래요. 방법좀 알려주세요,부정,0.005860841833055019
4,NaT,힌디어자막 만들기도 지원해주세요/유튜브 주소링크 영상으로 자막 생성할수있게 업데이트와 수정해주세요,긍정,0.9112778902053833
1,NaT,유료결제했는데 전부다 pc버전에서 쓰라고하면 어플에서 되는건 뭔가요?,부정,0.15571030974388123
5,NaT,글씨체 어떻게 바꿔요?? 아이폰에서 안드로이드로ㅜ바꿨는데... 왜 글씨체가 안바뀔까요??? 왜 없을까요 돈 쓰라면 쓸께요 ㅠㅠ,부정,0.15104301273822784
5,NaT,멋진 영상 만들어 볼께요 감사합니다,긍정,0.9615802764892578
4,NaT,자막 개별 색상 변경은 어떻게하나요? 하나씩 선택해서 눌러봐도 모든자막전체 색상이 다 변해버려요,부정,0.12355347722768784
5,NaT,좋아요,긍정,0.7876030206680298
3,NaT,저장하면 영상이 깨집니다. 개선이 되었으면 좋겠네요.,부정,0.45550277829170227
5,NaT,완전 제가 찾던 앱 그자체ㅠㅠ 넘 좋아요,긍정,0.9925897121429443
4,NaT,편집이랑 자막도 잘 되는데 스티커랑 노래를 못 넣는게 단점이라고 보시면 되겠습니다.,긍정,0.7881150245666504
5,NaT,아주 유용하게 잘 쓰고 있습니다,긍정,0.8907947540283203
5,NaT,잘 사용,긍정,0.9129930138587952
2,NaT,다좋은데 모바일로는 할수있는게 없음,긍정,0.5218416452407837
5,NaT,쓰기 편해서 진짜 좋네요. 초보분들 이걸로 편집 시작하시면 좋을 듯,긍정,0.9848207831382751
4,NaT,AI이미지 다운로드 할시 자꾸 기형사람 사진이 자주 생성되요 사람 손가락이 6개 이런 기형사람 이미지가 생성됩니다. 이거문제좀 해결해 주세요.,부정,0.34688055515289307
5,NaT,유료 연간 구독자입니다. 다 좋습니다~ 다루기에 직관적이고 쉽습니다. 그런데 음성이랑 생성된 자막이 불일치할 때가 적지 않습니다. 이 부분 때문에 일일이 자막과 소리가 일치하는지 다 들어보면서 확인한 후 편집해야 하는 번거로움이 있습니다. 이 부분 개선해주시면 감사하겠습니다. 개선 확인되면 이 리뷰는 바로 삭제하거나 수정하겠습니다.,긍정,0.8533895015716553
2,NaT,긴 영상 편집 다 했는데 자막 밀리고 영상 밀리고 엉망임.,부정,0.004422816913574934
2,NaT,영상브루로편집하고나면 음성과영상이 불일치하듯이 살짝늘밀립니다...ㅜ.ㅜ 브루를자막으로안쓰고 원본에 자막이있는영상을 무음부분제거용으로쓰는데 브루로인코딩하고나면 처음엔 안밀리다가 중간부분부터 한 0.5초?정도자막이 밀리는증상이심합니다 늘 그래요,부정,0.01748129539191723
1,NaT,전화를 많이 시도 했는데 절대 전화를 안받아서 짜증남,부정,0.003146149916574359
5,NaT,바탕화면의바로가기만들기,긍정,0.5507051944732666
1,NaT,내보내기가 안돼요,부정,0.02416512556374073
1,NaT,목소리가 슬로우모드에 음성변조가되버려요,부정,0.076600581407547
3,NaT,아니..초라고 말했는데..왜 호흡이라고 다오죠?그리고 글씨 색깔은 어떡에 봐꿔요?좋은 점는 초라고 말했는데 호흡이라고 나왔다고 했잖아요.호흡을 초로 글씨로 봐꿔도 됬서 3점 드려게요!,부정,0.003598290728405118
1,NaT,힘들게 편집다하고 내보내기 누르면 영상 끊기고 자막밀려서 쓸수가 없어요,부정,0.0025767229963093996
4,NaT,한번도 사용을 하지않았습니다 ai추천으로,부정,0.09705110639333725
5,NaT,너무 좋은 앱을 만들어주셔서 감사합니다. 잘 사용하고 있습니다.,긍정,0.9729180932044983
4,NaT,편리하게 사용하고 있어요,긍정,0.9516721963882446
5,NaT,유용하게 사용하고 있습니다! 다만 태블릿으로 주로 영상 제작을 하다 보니 가로모드가 지원되지 않는 것이 조금 아쉽습니다만 추후에 기능이 추가될 예정이 있으신지요?,긍정,0.9654898047447205
5,NaT,자막용으로 잘 사용하고 있는 편집기입니다 다만 영상의 비율이 강제로 달라지는 건 해결할 방법이 없나요?,긍정,0.6048285961151123
1,NaT,핸드폰으로 사용불가,부정,0.01304409746080637
1,NaT,모바일 은 안됨 pc만 되네,부정,0.008790036663413048
