platform,country,rating,date,review_text,detected_lang,sentiment_label,sentiment_score
googleplay,kr,3,2024-10-02 23:19:43,모바일에서 간단히자막넣기만 가능하고 사용되다 지금은 영상내보내기 안되여 두번삭제하고 다시깔아는데도 오류 원인이 뭘가요,ko,부정,0.004259178880602121
appstore,jp,5,2024-10-02 03:37:26,字幕や編集に役立ちます。,ja,중립,0.6475653648376465
googleplay,kr,5,2024-10-01 02:24:02,인공지능 자막이라 자막작업하기 좋아요. 다루기가 쉬워요. 워터마크도 세련되고 앞부분에 잠깐 나와서 무료 체험하는 동안 유료로 쓰고 싶다는 생각을 하게 돼요. 번역 자막도 외국 앱인 Fi+++++에 비해서 훨씬 좋았어요.,ko,긍정,0.9925206899642944
googleplay,us,1,2024-09-30 06:04:56,Good so far.,so,긍정,0.9713007807731628
appstore,kr,4,2024-09-26 23:08:57,안녕하세요 서비스 너무 잘 쓰고 있는데요 PC에서 작업하던 프로젝트를 아이폰이나 아이패드로 이어서 작업할 수 있는 방법은 없나요?,ko,긍정,0.9194636344909668
googleplay,kr,1,2024-09-21 06:55:57,pc버전이랑 기능차이 많아!! =쓸모없음!,ko,부정,0.015922071412205696
appstore,jp,4,2024-09-19 00:44:36,古稀のシニアにやる気を起こさせて くれて本当に嬉しい😃まだ拙い 字幕だけど達成感あり🙏,ja,긍정,0.8475369215011597
googleplay,kr,2,2024-09-18 18:53:28,제발 아이폰처럼 세부적으로 작업할수있게 해주세요 진짜 제발 평생 사용할 의향 있으니깐요,ko,긍정,0.8817095160484314
appstore,jp,5,2024-09-15 09:33:47,めちゃくちゃ使いやすい！,ja,긍정,0.7504141330718994
googleplay,us,5,2024-09-11 03:07:03,Ngl.. legit it is very good app for exact captions I love it. Thankyou so much,en,긍정,0.955466628074646
googleplay,kr,5,2024-09-09 08:10:20,가끔 영상 업로드가 잘 안되지만 그래도 훌륭합니다 잘 사용하고 있습니다,ko,긍정,0.9759539365768433
googleplay,us,4,2024-09-07 21:15:54,Why does it take a long time to export videos?,en,긍정,0.8437511920928955
googleplay,us,5,2024-09-02 20:52:10,Good,unknown,긍정,0.9696378111839294
googleplay,kr,1,2024-08-26 13:37:21,PC버전이랑 똑같이 할 수 있게 만들어줬으면 좋겠음... ㅈㅂ...,ko,중립,0.4985928237438202
googleplay,kr,5,2024-08-14 19:41:19,앱 자체도 깔끔 간단하고 영상 넣기만해도 어느정도 자막이 다 생성돼서 너무 편하고 좋습니다!!,ko,긍정,0.9920837879180908
googleplay,kr,4,2024-08-13 07:33:50,잘 사용해 보것습니다,ko,중립,0.4887315034866333
googleplay,kr,4,2024-08-12 08:37:33,ai가 동영상 추천 데이터가 작내요 프로그램 사용법도 부족하구요,ko,부정,0.01960027776658535
appstore,kr,3,2024-08-07 22:15:00,"캡컷 버릴수있었는데…….하…진짜 뭘 써봐도 캡컷만한게 없는듯
Pc버전도 아니고 아이패드랑 폰뿐이라서 안타깝지만 다시 캡컷으로 돌아감. . . . 그래도 블로 웨일로 필모라 키마 보다 편하고 좋음 모바일버전도 효과음만 넣어줘도 좋을듯 텍스트추가는왜 안됨?",ko,긍정,0.9752230048179626
googleplay,kr,4,2024-08-04 18:21:54,좋아요. 근데 자막 스타일 수정하려고 하면 앱 종료되네요.,ko,긍정,0.9441789388656616
googleplay,jp,1,2024-08-03 01:51:08,最近のバージョンからなのか、文字のスタイルを変更しようとするとホーム画面に戻ったり落ちたりしてしまいます。,ja,중립,0.42356574535369873
googleplay,kr,1,2024-07-29 12:43:12,자막스타일 편집하려고하면 강제종료됨,ko,부정,0.11739900708198547
googleplay,kr,4,2024-07-21 10:46:26,음성인식해서 자막추출하는데 백그라운드로 다른앱으로 넘어가면 작동을 안하네요? 이정도는 되야할것같아요,ko,긍정,0.8229382634162903
appstore,kr,5,2024-07-19 05:01:41,너무 감사 무한감사 드립니다 ..,ko,긍정,0.9753627181053162
googleplay,jp,3,2024-07-02 03:19:01,写真を繋いで動画にはできない。使えない。,ja,중립,0.6517313718795776
googleplay,us,1,2024-06-29 13:06:43,It's a freaking scam.,en,긍정,0.8941686153411865
googleplay,jp,2,2024-06-16 21:32:24,音声の取得が不安定で進捗率が進みません。 改善を求めます,ja,부정,0.19533231854438782
googleplay,jp,5,2024-06-10 01:37:05,よくわからない,ja,중립,0.676753580570221
googleplay,kr,1,2024-06-09 12:10:08,앱버그 발생해서 안돼요,ko,부정,0.03245100378990173
googleplay,kr,5,2024-06-07 22:12:22,잘모르겠음,ko,중립,0.30249327421188354
appstore,jp,5,2024-06-04 00:08:51,"動画を読み込もうとすると、401エラーが出ます。

再起動すれば直りますが、なんとかなりませんか？",ja,중립,0.6460884213447571
appstore,jp,4,2024-05-30 16:53:07,縦書きができれば最高です！！お願いします！,ja,긍정,0.9600057601928711
googleplay,kr,3,2024-05-28 19:48:32,음성 인식을 잘 못하네요,ko,부정,0.02651493437588215
appstore,kr,3,2024-05-27 16:22:17,루마퓨전으로 60fps로 작업한 영상을 자막을 넣어서 vrew로 4K 60fps로 출력하면 4K 30fps로 인코딩이 되네요. 원본은 60fps인데 60fps로 설정해도 왜 30fps로 나오나요?,ko,부정,0.13670454919338226
googleplay,kr,4,2024-05-24 19:34:22,자동 자막 생성되고 너무 좋은데 저는 싱크가 딜레이 되는 문제점이 있습니다 음성이 맞지 않아요 컷을 없애면 자꾸 뒤로 밀립니다 이 문제점 개선 안 될까요?,ko,부정,0.1549980342388153
googleplay,jp,1,2024-05-23 02:17:55,新しいプロジェクト→動画がありません、から進めないのですが新規から作ることが出来ないのでしょうか？,ja,중립,0.5326968431472778
googleplay,kr,1,2024-05-22 10:17:43,영상제작시 ai 음성 지원 무료 체험이 있으나 이것 저것 금방소진됨. 유료 결재를 해야 ai 목소리 추가로 사용할 수있음. 가격이 타사 제품보다 비싼편임,ko,부정,0.014175869524478912
appstore,jp,5,2024-05-22 00:00:53,すごいと思った！,ja,긍정,0.8388696312904358
googleplay,kr,4,2024-05-18 11:55:07,"소문 듣고 이제 시작, 사용해 보고 리뷰 올릴게용",ko,긍정,0.7637034058570862
appstore,jp,3,2024-05-16 02:24:48,書き出しの際フレームレートと画質ををもっと細かく設定できるといいと思います,ja,중립,0.4783862233161926
googleplay,us,5,2024-05-16 00:48:22,"Hello, the best program I have used so far. Thank you. I hope you update it over time and also keep it special and free. Thank you.",en,긍정,0.9875631332397461
googleplay,kr,5,2024-05-12 19:06:50,너무 좋아요,ko,긍정,0.9502969980239868
googleplay,kr,4,2024-05-10 22:23:37,간단하고 좋아요,ko,긍정,0.965457022190094
googleplay,kr,4,2024-03-25 19:52:55,자동 자막 선택이 중국어는 번체만 선택할 수 있네요. 대만에서만든 어플인가요?,ko,부정,0.2754385769367218
appstore,jp,5,2024-03-14 07:21:07,"特に余分な部分のカットがやりやすい。
無料で字幕のカラーや書体も選べるので大満足。
カット作業と字幕作業の短縮に役立ちました。
お勧めのツールです。",ja,중립,0.5259152054786682
googleplay,kr,4,2024-03-09 21:31:26,좋은데 무음구간줄이지도 않았는데 초음부터 잘려있고 다시 원상복구도 안되서 아쉬워요,ko,긍정,0.8638164401054382
googleplay,kr,1,2024-03-03 14:12:49,이거는 모바일로는 만들기 힘든듯 피씨로 해야할듯 모바일은 영상도 없는데 영상을 불러오라하질 않나 귀찮음,ko,부정,0.12613561749458313
appstore,kr,5,2024-03-02 14:23:45,"늘 잘 쓰고 있어 감사 드립니다.
다만 근래 서버에서 오류가 발생하였다면서 음성 업로드 및 분석이 되지 않는데 일시적 현상일지요? 사용을 못하고 있어 곤란한 상황이라 조속히 해결 되었으면 하는 바람입니다.",ko,긍정,0.8880169987678528
googleplay,kr,1,2024-02-29 03:07:28,자막 타이밍이 안 맞음,ko,부정,0.07312487065792084
googleplay,kr,2,2024-02-26 13:29:58,갤럭시 유저인데 아이폰 처럼 자막 위치 세세하게 자를수있게 해주세요 돈 내서라도 할테니깐요 진심 아이폰으로 바꿔야나 싶어요 제발요 부탁해요ㅠㅠ,ko,부정,0.2751599848270416
googleplay,jp,4,2024-02-26 08:50:52,機能自体はいいですがIOSにあったフォントを変えられる機能と原稿を読み込む機能が欲しいです！ 開発頑張ってください🙏,ja,중립,0.49872636795043945
googleplay,jp,2,2024-02-26 06:50:37,私はパソコン版Vrewも使わせて頂いていますが、文字起こしの精度から、無音部分の自動カット、フォントに至るまで、まだまだパソコン版に及ばないと感じる部分があります。Androidアプリ版の場合、動画が長くなると映像と音声のタイミングが極端にズレるため相当使いづらいです。稀にですが、無音部分の自動カット機能にて、音声の乗る部分の一部が無音判定されてしまい、音声の単語をはみ出して切り取られてしまう事があります。同じようにパソコン版で自動カットさせると、そのような事態にはなりません。ただ、毎月どれだけ使っても利用制限が掛からないのがアプリ版のメリットなので、今後のアップデートに期待を込めて、星2つといたしました。,ja,중립,0.5205446481704712
appstore,kr,5,2024-02-22 06:01:35,텍스트로 원고 최종 수정까지 완료한 후 불러오기 하면 그대로 불러오는 게 아니고 ai가 임의적으로 원고를 수정해서 오타가 종종 발생해요! 그럼 또 수정을 해야 해서 일을 두 번 해야 합니다!! 수정하지 말고 원고 그대로 불러올 수 있게 해주세요!!,ko,부정,0.01807362399995327
googleplay,kr,5,2024-02-19 09:04:30,최고,unknown,긍정,0.970760703086853
appstore,kr,5,2024-02-18 03:05:25,너무유용하게 잘 쓰고있습니다.,ko,긍정,0.9175294041633606
googleplay,jp,1,2024-02-17 10:35:27,意味が全く違う言葉に変換されたり、全体の音が割れます。残念です。,ja,중립,0.5327997207641602
googleplay,kr,5,2024-02-14 07:30:16,초보인데 열심히 배우겠습니다,ko,긍정,0.9721217751502991
googleplay,kr,5,2024-02-13 15:41:37,모바일로도 텍스트로 비디오만들기 지원해주세요,ko,긍정,0.7960168123245239
appstore,jp,5,2024-02-11 10:56:40,とっても良き,ja,긍정,0.8640746474266052
appstore,jp,4,2024-02-08 15:18:53,"ダークモードの追加と、
🤣👏←これ無くしてくれませんか？",ja,긍정,0.7488749623298645
appstore,jp,3,2024-02-07 12:10:52,テキストから動画を作れると聞いてダウンロードしたけれど、、、出来ないようですね。自動で字幕作れるのは知っていましたし、便利ですよ。テキストから動画の機能を、どうかiPadアプリ版にもお願いします。,ja,중립,0.6405773162841797
googleplay,kr,5,2024-02-06 20:13:58,자막 최강자예요 신기하게 노트9에서는 한번도 그런적이 없는데 갤럭시s24로 바꾼뒤 저장할때 자막이 밀리네요 그래서 혹시나하는 마음에 영상을 노트로 옮겨 편집하고 저장해보니 싱크가 또 딱딱 맞아욬ㅋㅋ 기종에 따라 차이가 있는 경우도 있는거 같아요 참고로 10분이상 영상이었어요,ko,긍정,0.7144469022750854
googleplay,kr,5,2024-02-06 09:07:30,Good,unknown,긍정,0.9696378111839294
googleplay,jp,4,2024-02-06 03:32:02,アンドロイド版を使用させていただいております。 いつのアップデートだったかは忘れてしまったのですが、カット編集をしてから写真フォルダにアップロードすると、動画が後半になるにつれ音ズレが出てしまうようになりました。 カット編集や字幕編集自体はとても使いやすいものですが、音がずれてしまうと動画サイトに載せることは難しくなってしまいます。 とても良いアプリな故、そこだけがとても残念です。 アプリ開発・運営 ともに大変だと思いますが、ご対応いただけると助かります。 ご検討どうぞ、よろしくお願いいたします。 m(_ _)m,ja,중립,0.6910462975502014
appstore,jp,5,2024-02-06 01:22:46,初めて使用させて頂きましたが、初心者の私でも完成させる事ができました。有難うございます,ja,긍정,0.8802878260612488
googleplay,jp,5,2024-02-01 23:21:42,凄い便利で助かります,ja,중립,0.6668354272842407
googleplay,kr,5,2024-02-01 03:31:18,굳,unknown,긍정,0.9685158133506775
googleplay,kr,4,2024-01-31 23:13:35,완벽하지는 않지만 자막을 자동으로 달아주니 간단한 자막 편집하기는 편합니다. 그래도 역시 다듬는 과정은 필요합니다. 근데 내보내기가 왜 안될까요...,ko,중립,0.6441476941108704
appstore,kr,5,2024-01-30 00:35:24,???!?,unknown,중립,0.30109792947769165
googleplay,kr,5,2024-01-27 22:46:07,미쳤다! 찢었다!,ko,긍정,0.7164484858512878
appstore,kr,4,2024-01-27 22:45:30,모바일 앱에서도 텍스트로 영상 만들기 부탁해요.,ko,긍정,0.7016139030456543
googleplay,kr,3,2024-01-25 21:26:27,클립마다 색상변경만 가능하면 완벽해요.....,ko,긍정,0.8162670135498047
googleplay,us,5,2024-01-25 04:03:50,OK number two will be over,en,긍정,0.8316884636878967
appstore,jp,3,2024-01-23 07:56:18,iPhone版なんだね、PC版と違って。,ja,긍정,0.7011018395423889
googleplay,kr,4,2024-01-19 04:10:24,조으대 ㅋㅎㅋ,ko,긍정,0.7263137698173523
appstore,kr,5,2024-01-09 23:41:16,"너무 잘 이유하고 구독도 하고 있습니다.

한가지 요청사항은 PC 뿐만 아니라 아이패드에서도 Text로 영상제작이 가능하게 요청드립니다.",ko,긍정,0.9304907917976379
appstore,us,4,2024-01-04 19:05:11,"다만 소리로 편집해야 할때는 번거럽지만 무음구간 편집 같은 기능은 정말 좋아요

에이아이 기능도 도전해보고 싶네요",ko,긍정,0.9376077651977539
googleplay,us,3,2024-01-01 07:27:23,"Jan 1, 2024 It upload audio for Analyzing a transcript from the audio. Which is slow and app crashed when I tried to export the final video.",en,긍정,0.7753006219863892
googleplay,kr,5,2023-12-25 23:20:04,"아이패드에서 잘 사용하다가, 갤럭시탭으로 왔는데 가로 버전 지원이 안되네요?!ㅠ 지원 계획이 없으신건지요?",ko,부정,0.1208805963397026
googleplay,kr,5,2023-12-11 05:15:07,파일 복사본을 만들 수 있는 복사 기능이 있었으면 좋겠습니다 자투리 시간 쪼개서 일주일동안 잠도 줄여가며 편집한 파일이 갑자기 열리지 않고 강제종료 되버렸습니다 카톡방에도 건의 드리고 여기저기 찾아보니 저만 그런 버그가 있었던 게 아니였던 걸 봐선 예전부터 쉽게 고칠 수 있는 버그가 아닌가봅니다. 그래서 복사본을 민들 수 있는 기능이라도 있다면 파일이 날라가더라도 작업중인 복사본 파일로 다시 작업 할 수 있기 때문에 건의 드립니다 감사합니다.,ko,부정,0.0760151669383049
googleplay,us,5,2023-12-10 05:33:01,This is a great app. Does the job pretty well. You can even edit captions 👍,en,긍정,0.9593473672866821
googleplay,kr,3,2023-12-04 09:08:22,좋음. 외국어공부 도움됨. Pc랑 로그인 연동됐음 좋겠음.,ko,긍정,0.989690899848938
googleplay,kr,2,2023-12-01 22:03:21,모바일은 AI지원이 안되서 별루네요,ko,부정,0.022908179089426994
googleplay,kr,5,2023-12-01 15:53:27,정말좋다,unknown,긍정,0.9542279243469238
googleplay,jp,2,2023-11-30 17:33:50,PC版のように文字から動画を生成できるようにしてほしいです。,ja,긍정,0.7739368677139282
googleplay,kr,3,2023-11-29 22:26:53,이걸로하니까 댓글이 사라지네요?...,ko,부정,0.21723271906375885
googleplay,kr,1,2023-11-28 13:19:48,자막 달려고 했는데 자막 넣을 때마다 소리 싱크 안 맞아서 계속 처음부터 들어야 됨 불편 그 자체,ko,부정,0.005619364324957132
googleplay,us,4,2023-11-18 22:18:45,I need more options for the word writing as the words move but so far it's great,en,긍정,0.9914734363555908
googleplay,kr,5,2023-11-16 11:48:29,감사합니다 너무 잘 쓰고 있어요. 이제 이거 없으면 자막 만들 생각에 눈앞이 캄캄할 정도예요^^,ko,긍정,0.9881414175033569
appstore,us,5,2023-11-12 22:26:10,기능이 여러가지로 쉽고 편리함,ko,긍정,0.9845402836799622
appstore,kr,5,2023-10-30 23:13:30,"근데 최근에 이상하게 중국어만 번역기능 사용하려하면
형식에 맞지 않다는 오류가 계속 뜹니다 ㅜㅜ 확인 주시면 감사하겠습니다",ko,부정,0.09824863076210022
appstore,jp,3,2023-10-23 01:45:45,まだ、使い方がわからない,ja,중립,0.6805996894836426
appstore,jp,5,2023-10-11 17:16:22,このアプリに出逢ってから動画編集がどんなに楽になったか...ありがとうございます！,ja,중립,0.5956657528877258
googleplay,kr,5,2023-10-09 22:49:25,먼저 PC에서 사용해보고 모바일 바전이 있어서 한번 깔아서 사용중입니다. PC에서처럼 로그인이 되어 PC와 모바일이 서로 호환이 되었으면 합니다. 편집기들 중에서 파워디렉터 다음갈 것 같네요! 좋습니다!,ko,긍정,0.9927158951759338
googleplay,us,1,2023-10-09 17:21:45,Hindi not support,it,중립,0.3461034595966339
appstore,kr,5,2023-10-08 07:08:49,It's the best app I use. I recommend it to everyone.,en,긍정,0.9701242446899414
googleplay,kr,3,2023-09-26 15:50:07,컷편집 기능이 자연스럽지 않고 확 끊겼다가 다른 장면으로 넘어가서 불편하고 짜증납니다;; 폰트도 다른 게 없어서 불편하네요.. 자막은 잘 달고 있는데 컷편집 자체가 이상하고 쉽게 할 수 있지만 어설프고 이상하네요;; 이 점 고쳐주시길 바랍니다;;;;;;,ko,부정,0.010610018856823444
googleplay,us,5,2023-09-26 03:41:44,Great apps...but please will you make a video how to use it because it's very hard to understand it,en,긍정,0.9408702254295349
googleplay,jp,1,2023-09-20 09:52:20,言われているど今使えない。なう(2023/09/20 09:52:10)Androidだから？,ja,중립,0.6797836422920227
appstore,kr,5,2023-09-12 14:37:36,"거기에 무료라라라라니.
대백",ko,긍정,0.702228307723999
googleplay,kr,1,2023-09-06 12:06:02,"뚜렸하면 잘 나오는데, 뚜렸하지 않으면 안나옴... 잘 안들려서 다운로드 받은건데 다시 삭제해야겠네",ko,부정,0.009636463597416878
googleplay,kr,5,2023-09-03 17:53:06,처음 가입하려고 합니다,ko,긍정,0.9814037084579468
appstore,jp,5,2023-08-30 07:38:02,直感的に使えて本当に重宝しています！,ja,긍정,0.8926519155502319
googleplay,us,5,2023-08-20 11:44:57,One of the best!!!,en,긍정,0.9909095168113708
googleplay,us,5,2023-08-13 21:36:31,Great app 😀 can you add arabic language please and thank you for your work.,en,긍정,0.8492307662963867
googleplay,kr,5,2023-08-10 07:32:21,음성을넣어 촬영하거나 텍스트를넣어도 ai음성 나올수있어 좋아요,ko,긍정,0.9783682823181152
googleplay,jp,5,2023-08-06 11:53:46,使いやすいし最高です,ja,긍정,0.9456430077552795
appstore,us,5,2023-08-06 07:59:42,"정말 사용하기 편하고 간단하고 퀄리티 좋고....거기에 무료....
일단 제가 필요로 하는 기능은 거의 다 있네요 

감사합니다.",ko,긍정,0.9905473589897156
googleplay,us,5,2023-08-04 21:47:06,best app litterly best,no,긍정,0.9661228656768799
appstore,us,2,2023-08-04 20:09:54,Unfortunately the app doesn't support Arabic.any soon updates?,en,긍정,0.8431348204612732
googleplay,us,1,2023-08-03 13:46:37,Very poor app don't waste time,en,중립,0.5567383766174316
googleplay,kr,2,2023-08-01 09:27:15,자막번역 안되나요?,ko,중립,0.6864207983016968
googleplay,us,5,2023-07-30 13:35:53,Awesome.... Just plz add some design to caption's,en,긍정,0.7959468364715576
appstore,jp,4,2023-07-27 23:15:00,"フォントの追加が出来ません。
やり方はあるのでしょうか…？

出来たら⭐️5
とっても便利で無料なのでありがたいアプリです！",ja,부정,0.12536115944385529
googleplay,jp,1,2023-07-19 12:03:19,最低限の使い方の説明ぐらいチュートリアルとしてアプリ内に書いておいて欲しいね。 改行や字幕タイミングのずらし方など他のサイトで調べる必要がある時点で評価に値しない。,ja,중립,0.3482225239276886
googleplay,kr,5,2023-07-15 09:17:29,음성 인식이 특출나네요. 제 의도대로 모든 자막이 처리되어 수정할 일이 없네요. 최고입니다.,ko,긍정,0.9919242262840271
googleplay,kr,4,2023-07-12 10:17:48,"우즈벡어도 할수 있을까요,",ko,중립,0.5805648565292358
googleplay,kr,5,2023-07-09 16:10:29,좋아요,unknown,긍정,0.787601888179779
googleplay,us,1,2023-07-06 19:38:38,the app doesn't work i wrote my subs and when i press export it shuts down everytime and it's sad cuz the app have a really the best way of timing the videos out of all apps i used,en,긍정,0.8218388557434082
googleplay,kr,5,2023-06-26 18:33:56,최고입니다. 편집의 수고로움없이 스마트폰에서 바로 해결할 수 있겠네요. 감사합니다.,ko,긍정,0.992449164390564
googleplay,jp,1,2023-06-22 05:44:14,ダウンロードして、初めの画面から、一切何もできない。 新しいプロジェクトを押せる画面の動画をひたすら見せられるだけ,ja,중립,0.4542909562587738
googleplay,kr,5,2023-06-04 16:40:11,오 굉장히 쉬운데요?,ko,긍정,0.901032030582428
googleplay,jp,4,2023-05-27 09:13:15,大変ありがたい,ja,중립,0.6948534846305847
googleplay,kr,1,2023-05-24 16:04:23,정상적이 영상인데 편집하려 하면 소리가 늘어져요 어떻게 해야 하나요?,ko,부정,0.28587064146995544
googleplay,jp,5,2023-05-24 12:31:05,助かる,unknown,중립,0.6716532707214355
googleplay,jp,1,2023-05-23 00:26:29,いきなり、何もできない！ 新しいプロジェクトをタッチしても何もできない！,ja,중립,0.6428544521331787
appstore,jp,5,2023-05-22 13:35:57,無料の音楽が沢山あって動画が楽しく作れるので､楽しいです。,ja,부정,0.0861831083893776
googleplay,kr,4,2023-05-21 23:12:21,모바일 버전이라 사용을 해봤지만 데스크탑 버전 처럼 음성인식 자동자막 생성 후 번역기능이 없어서 너무 아쉽습니다. ios 앱 처럼 자막 파일 내보내기 자막 번역 기능 은 언제 안드로이드 버전에나올까요?,ko,부정,0.17521008849143982
googleplay,kr,5,2023-05-19 23:10:11,초보도 쉽게 쓸수 있어 너무너무 유용한앱 입니다,ko,긍정,0.9872981309890747
appstore,kr,5,2023-05-17 02:06:34,중간 무음구간 줄이기 등 디테일한 편집을 편하게 할 수 있어서 너무 좋네요,ko,긍정,0.9871728420257568
googleplay,kr,2,2023-05-15 17:46:28,번역이되는건지 잘 모르겠음 한국어로 정확하게 번역해줬으면 합니다,ko,부정,0.2595205307006836
googleplay,kr,3,2023-05-14 20:02:19,휴대폰도 노트북 같이 사용하게 바꾸어주세요,ko,긍정,0.8348724246025085
googleplay,kr,2,2023-05-12 05:12:23,원래 메뉴판에 글꼴이나 번역 항목이 없나요?,ko,중립,0.5342504978179932
appstore,jp,5,2023-05-09 08:18:05,"Very easy to use! This app is a great idea! 
but I'd love to see French added!",en,긍정,0.9899370670318604
googleplay,kr,3,2023-05-05 17:07:34,"제가 정말 좋아하는 프로그램인데 유료화로 썼을때는 솔직히 ai 오류가 너무 많습니다. 음성이 두개로 생성되거나 , . ? 이런것들이 인식이 안 되거나 글 속도에 따른 글자량 자동 변경이 잘 안 되거나 합니다. 안정적으로 쓸 수 있도록 부탁드립니다. 개인적으로는 모바일도 되게끔 해 주시면 정말 좋을듯 합니다.",ko,중립,0.5824464559555054
appstore,kr,5,2023-04-24 14:44:06,사용 하는 동안에 도움이 많이 되었습니다,ko,긍정,0.9740557670593262
appstore,kr,5,2023-04-22 00:47:22,"제가 어플로 아이폰,안드. 둘다. 만드시라고. 제안했던사람 입니다. 잘되서 너무. 뿌듯하네요^^",ko,긍정,0.9910054206848145
appstore,kr,5,2023-04-17 17:44:14,핸드폰 앱으로는 ai 음성 삽입 불가능 한가요?,ko,부정,0.13372169435024261
appstore,jp,1,2023-04-14 09:21:41,"ログイン出来ませんし出来たとしても音声読み込み出来ません。
復旧願います。",ja,중립,0.5304731130599976
appstore,jp,4,2023-04-13 06:20:49,無料にしては良いが有料ならしゃべりと字幕の始まりのズレ0.2秒前後、しゃべりと字幕のズレがあるので製品にしては悪いと評価せざるを得ない。そして数年このアプリにはお世話になっているがデータを回収しているくせに音声からの文字起こしにスペックが反映されていないのは進化が感じられない。,ja,긍정,0.7769983410835266
googleplay,jp,3,2023-04-09 11:37:26,狎～,unknown,긍정,0.8193371295928955
googleplay,us,5,2023-04-03 01:41:12,Awesome app to add auto captions to your videos. 10/10 👍,en,긍정,0.9844122529029846
googleplay,kr,4,2023-04-02 12:55:02,앱을 잘 사용하고 있습니다 아쉬운점은 초벌된 자막을 삭제하고 붙인 후 완성된 영상을 보면 영상과 자막의 싱크가 맞지 않은 경우가 많습니다....ㅠㅠ 이 부분만 개선되면 정말 좋을 것 같은데 어찌 안 될지요,ko,중립,0.699105441570282
appstore,kr,5,2023-03-30 15:39:42,안녕하세요  AI음성 누르는데가 안보여요 혹시 아이폰이라 그럴까요?,ko,부정,0.2155802994966507
googleplay,us,5,2023-03-26 22:21:55,Really very simple and logical text editer.i am very happy finally found this app . thanks to the creator of this app,en,긍정,0.976118803024292
appstore,jp,1,2023-03-21 05:32:41,文字が全て「？」になって一文字も読みとらねえじゃねえか。とんだゴミアプリだな。バグを直さない限り星一つですね。,ja,긍정,0.7889484763145447
googleplay,jp,3,2023-03-19 09:34:15,聞き取りの性能をガチであげてほしい siriとかグーグル翻訳レベルであげてください！！ I want you to seriously improve your listening performance Please give it in siri or google translation level! !,en,긍정,0.8823947310447693
googleplay,us,1,2023-03-17 02:10:47,"1.Why Crashing When Export Video. 2.Please Add Hindi, Urdu, Turkish & Other Language for Transcript.",en,긍정,0.9014057517051697
googleplay,kr,3,2023-03-14 21:10:32,비디오 음성을 텍스트로 넣어주는 확실한앱 따른 앱은 자막을 낳어주는게 아니고 음성을 추출해줌,ko,긍정,0.8140188455581665
googleplay,us,4,2023-03-12 10:02:12,Please add the option to import a subtitle file as a base. and also being able to export it as a srt file alone feels kinda neccessary. good work on the app!,en,긍정,0.9552525877952576
googleplay,jp,5,2023-03-08 21:23:32,いつも便利に利用させていただいています。 アップルのマックブック、フォントはふい文字、文字色は白、サイズ65、影または輪郭は黒の設定で入力しています。 他の設定では試していないのですが、いつも「き」の色だけがグレーの様な違う色になります。 まぁ読めるのでいいかと思ってましたが 先日は「段」という文字も同様のエラーになりました。改善していただけましたら幸いです。 追記:どうも太字にすると出現するエラーの様です。,ja,긍정,0.7144857048988342
googleplay,kr,1,2023-02-28 08:07:58,인공지능 자막은 어디에 있습니까?,ko,중립,0.5332867503166199
googleplay,kr,5,2023-02-27 14:05:40,보이저엑스 남사장님! 감사합니다!,ko,긍정,0.9812255501747131
googleplay,kr,5,2023-02-26 22:04:25,하악 안드로이드 나왔네 브루와 보이저엑스는 사랑입니다,ko,중립,0.5216323733329773
googleplay,kr,1,2023-02-26 02:10:16,글씨가 깨지고 정확하지 않아요,ko,부정,0.0023991900961846113
appstore,kr,2,2023-02-22 00:01:30,고생 많으십니다. PC판은 글을 입력하면 인공지능이 읽는 기능이 있던데 아이패드에서는 이 기능을 못 찾고 있습니다.,ko,긍정,0.813167154788971
googleplay,us,5,2023-02-19 13:32:00,It's really great app without any junks and ads. Easy to edit your own subtitles. Awesome 👍,en,긍정,0.9802255034446716
appstore,kr,3,2023-02-15 07:24:29,"메일을 계속보내는데 메일이 안옵니다 
다른 이메일은 오는데 ㅜㅜ",ko,부정,0.004198324400931597
googleplay,us,5,2023-02-12 14:15:18,Best app for captions,en,긍정,0.9532119035720825
appstore,kr,4,2023-02-10 14:23:05,다크모드는 지원안되나요 ㅠㅠ,ko,중립,0.5523049235343933
googleplay,kr,5,2023-01-28 20:58:53,남세동 화이팅,ko,긍정,0.7597625255584717
appstore,kr,5,2023-01-27 04:32:42,자막 텍스트파일 불러와서 확인 누르면 적용이 안되네요. 제가 잘못하고 있는건가요??,ko,부정,0.06957173347473145
googleplay,us,5,2023-01-26 19:06:41,Just awesome ..just took me 5 mins to put captions to my reel,en,긍정,0.8455156087875366
googleplay,kr,5,2023-01-26 01:07:37,개인적으로 정말 잘 사용하고있습니다 이 어플을 통해 귀찮음이 5000퍼센트 줄었고 구독자도 5000명 늘었습니다 진심으로 후원하고싶어요 계좌 알려주세요 당장이요.,ko,긍정,0.9854679703712463
appstore,jp,5,2023-01-23 08:37:29,あっというまに、できちゃう！,ja,중립,0.6488512754440308
googleplay,kr,5,2023-01-21 15:21:13,잘 사용하고있어요 감사합니다,ko,긍정,0.9100557565689087
appstore,jp,5,2023-01-20 11:44:58,使いやすい,ja,긍정,0.7414151430130005
